Stage,Architecture,Model_Size,Hidden_Size,Seed,Unique_Parameters,Total_Parameters,Effective_Depth,Shared_Ratio,Stream_Count,Merge_At,Validation_Loss,Pseudo_Perplexity,Mask_Accuracy,Tokens_Processed,Tokens_Per_Second,GPU_Hours,Token_Marker,Band,Timestamp
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,4,,9.821763574430586,18430.525700518032,0.0368763557483731,30901,21488.99155085009,0.00039944224887424046,25000,,2026-07-27T10:41:39.127482Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,4,,9.779398556127983,17666.02453496249,0.0368763557483731,39002,21731.166402598396,0.0004985415273242526,,10.0,2026-07-27T10:41:39.552779Z
stage3,EarlyMergeHyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,4,,9.830984781724512,18601.26339253748,0.0368763557483731,30901,22761.14354595511,0.0003771168655819363,25000,,2026-07-27T10:41:42.892938Z
stage3,EarlyMergeHyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,4,,9.785562974511931,17775.2616470904,0.03579175704989154,39002,22905.03128465885,0.00047299166520436606,,10.0,2026-07-27T10:41:43.305119Z
stage3,HyperloopBERT,base,768,42,77027899,77027899,12,0.5,2,,9.009839767489154,8183.209953611561,0.04229934924078091,30901,11585.223007621718,0.0007409103049172295,25000,,2026-07-27T10:41:49.174312Z
stage3,HyperloopBERT,base,768,42,77027899,77027899,12,0.5,2,,8.893064287893168,7281.297023520537,0.04229934924078091,39002,11826.738789427163,0.0009160504076215956,,10.0,2026-07-27T10:41:50.500187Z
stage3,HyperloopBERT,base,768,42,77027899,77027899,12,0.5,2,,8.893064287893168,7281.297023520537,0.04229934924078091,39002,11826.738789427163,0.0009160504076215956,,9.0,2026-07-27T10:41:50.504492Z
