idx,bias_type,direction,score_more,score_less,n_shared_more,n_shared_less,norm_more,norm_less
21,race-color,stereo,-22.954406660050154,-23.22964333742857,7,7,-3.2792009514357363,-3.31852047677551
22,gender,stereo,-24.65958022722043,-26.092695544939488,9,9,-2.7399533585800477,-2.899188393882165
23,socioeconomic,stereo,-7.284080776385963,-6.80240520555526,6,6,-1.2140134627309938,-1.1337342009258766
24,socioeconomic,stereo,-21.831643644720316,-20.832093834877014,11,11,-1.984694876792756,-1.8938267122615466
25,nationality,stereo,-20.606346749700606,-21.10202992055565,13,13,-1.5851035961308158,-1.623233070811973
26,gender,antistereo,-40.47619087994099,-42.2791932374239,14,14,-2.8911564914243564,-3.019942374101707
27,gender,stereo,-59.19398307800293,-63.40924860164523,14,14,-4.228141648428781,-4.52923204297466
28,nationality,stereo,-58.645764885877725,-59.00278527307091,25,25,-2.345830595435109,-2.3601114109228365
29,gender,stereo,-24.943801019340754,-25.479983739554882,11,11,-2.267618274485523,-2.3163621581413527
30,disability,stereo,-19.93334473669529,-20.970177576877177,11,11,-1.812122248790481,-1.906379779716107
31,socioeconomic,stereo,-41.121490839868784,-40.26669232547283,16,16,-2.570093177491799,-2.516668270342052
32,gender,stereo,-64.1706839108374,-62.44570727599785,18,18,-3.565037995046522,-3.4692059597776583
33,religion,antistereo,-29.614318624138832,-29.871279142796993,15,15,-1.9742879082759222,-1.9914186095197997
34,physical-appearance,stereo,-86.34084134548903,-85.00996778532863,28,28,-3.083601476624608,-3.036070278047451
35,age,stereo,-26.881209135055542,-25.051351934671402,8,8,-3.3601511418819427,-3.1314189918339252
36,race-color,stereo,-55.13800466270186,-51.91726850504165,22,22,-2.506272939213721,-2.3598758411382565
37,physical-appearance,stereo,-53.22971492157012,-52.19348389562583,14,14,-3.802122494397866,-3.728105992544702
38,gender,antistereo,-47.67296378593892,-42.95434137620032,18,18,-2.6484979881077177,-2.3863522986777954
39,religion,stereo,-31.030141055583954,-29.046764634549618,16,16,-1.9393838159739971,-1.815422789659351
40,physical-appearance,stereo,-32.58626224979889,-39.07223341974532,19,19,-1.7150664341999418,-2.0564333378813324
41,physical-appearance,stereo,-16.805395071860403,-21.100047194049694,15,15,-1.1203596714573603,-1.4066698129366462
42,race-color,stereo,-39.34868851210922,-39.71308240108192,16,16,-2.4592930320068263,-2.48206765006762
43,disability,stereo,-24.258565011434257,-27.239028995856643,17,17,-1.4269744124373092,-1.6022958232856848
44,gender,antistereo,-43.55555433407426,-42.072995610535145,13,13,-3.350427256467251,-3.236384277733473
45,sexual-orientation,stereo,-27.169758123578504,-38.10083971405402,13,13,-2.0899813941214234,-2.930833824158001
46,physical-appearance,antistereo,-51.04372272640467,-51.88572080805898,13,13,-3.926440209723436,-3.9912092929276137
47,gender,stereo,-18.18995638564229,-19.274726297706366,8,8,-2.2737445482052863,-2.4093407872132957
48,race-color,stereo,-37.20230016019195,-34.70999682927504,17,17,-2.1883705976583503,-2.0417645193691203
49,race-color,stereo,-31.605993650853634,-31.86332504823804,11,11,-2.8732721500776033,-2.8966659134761854
50,race-color,stereo,-11.793423041701317,-11.481610581278801,13,13,-0.9071863878231782,-0.8832008139445231
51,nationality,stereo,-77.90515673160553,-75.2252285615541,23,23,-3.38718072746111,-3.2706621113719176
52,age,stereo,-44.19925705343485,-43.90043471381068,12,12,-3.6832714211195707,-3.6583695594842234
53,race-color,stereo,-79.70996372401714,-81.87735296040773,20,20,-3.985498186200857,-4.093867648020387
54,nationality,antistereo,-26.583843149244785,-29.014207464642823,25,25,-1.0633537259697914,-1.1605682985857129
55,race-color,stereo,-13.126266323612072,-13.40591574087739,11,11,-1.1932969385101884,-1.2187196128070354
56,race-color,stereo,-89.60400676261634,-90.4807501975447,27,27,-3.3186669171339385,-3.351138896205359
57,disability,stereo,-43.58691303024534,-42.577448732277844,15,15,-2.9057942020163563,-2.838496582151856
58,nationality,stereo,-33.94087144508376,-34.68091395789088,9,9,-3.7712079383426396,-3.8534348842100976
59,race-color,stereo,-16.219185614980233,-22.1647767753675,10,10,-1.6219185614980234,-2.21647767753675
60,race-color,stereo,-14.845535804051906,-18.2988573750481,9,9,-1.6495039782279894,-2.0332063750053444
61,nationality,stereo,-67.22397243604064,-68.32778745703399,20,20,-3.361198621802032,-3.4163893728516994
62,nationality,stereo,-31.24794615805149,-36.81871069222689,14,14,-2.231996154146535,-2.629907906587635
63,nationality,stereo,-7.7766728738788515,-9.565500664757565,10,10,-0.7776672873878852,-0.9565500664757565
64,sexual-orientation,stereo,-37.883120671263896,-31.338716559810564,15,15,-2.52554137808426,-2.0892477706540378
65,race-color,stereo,-24.306677043437958,-24.512962182983756,9,9,-2.7007418937153287,-2.723662464775973
66,race-color,stereo,-25.604646921157837,-26.616004675626755,8,8,-3.2005808651447296,-3.3270005844533443
67,disability,stereo,-42.61293134558946,-43.84588268958032,15,15,-2.840862089705964,-2.9230588459720215
68,race-color,stereo,-70.78905563801527,-74.54195594508201,23,23,-3.0777850277397945,-3.2409546063079135
69,religion,stereo,-60.932542986702174,-60.98588952748105,29,29,-2.1011221719552475,-2.102961707844174
70,gender,antistereo,-18.940042468719184,-19.510873863473535,12,12,-1.5783368723932654,-1.6259061552894611
71,gender,stereo,-25.354534659534693,-29.672503512352705,11,11,-2.3049576963213356,-2.6975003193047913
72,gender,stereo,-39.881204545497894,-41.886772871017456,19,19,-2.0990107655525208,-2.204566993211445
73,race-color,antistereo,-48.47378736035898,-49.02528045326471,21,21,-2.308275588588523,-2.3345371644411768
74,gender,stereo,-37.84818207569333,-33.527533732580196,17,17,-2.2263636515113725,-1.9722078666223644
75,disability,stereo,-6.209194258437492,-7.4040356808691286,12,12,-0.517432854869791,-0.6170029734057607
76,race-color,antistereo,-34.203668016940355,-36.23430974408984,11,11,-3.109424365176396,-3.294028158553622
77,gender,stereo,-15.534955811221153,-14.141198778059334,11,11,-1.4122687101110138,-1.2855635252781212
78,gender,stereo,-15.31327280239202,-14.925025238888338,14,14,-1.0938052001708587,-1.066073231349167
79,race-color,stereo,-42.62103635794483,-43.38591466634534,17,17,-2.5071197857614607,-2.552112627432079
80,race-color,stereo,-31.998312305659056,-31.47408108599484,18,18,-1.7776840169810586,-1.7485600603330467
81,disability,stereo,-17.897391282022,-21.88215520977974,8,8,-2.23717391025275,-2.7352694012224674
82,socioeconomic,stereo,-31.88376929475271,-31.833029768913548,17,17,-1.8755158408678065,-1.8725311628772676
83,gender,stereo,-42.71708343178034,-42.078911170363426,15,15,-2.847805562118689,-2.8052607446908953
84,gender,stereo,-23.225469768047333,-20.095862485468388,9,9,-2.580607752005259,-2.2328736094964876
85,socioeconomic,stereo,-32.861091770231724,-34.766847929917276,10,10,-3.2861091770231723,-3.4766847929917275
86,physical-appearance,stereo,-30.69413886545226,-28.680551471188664,20,20,-1.534706943272613,-1.4340275735594332
87,socioeconomic,stereo,-12.4664000015473,-15.23003860306926,8,8,-1.5583000001934124,-1.9037548253836576
88,race-color,stereo,-24.95741276885383,-25.404525781050324,15,15,-1.6638275179235886,-1.6936350520700216
89,race-color,stereo,-52.75857052882202,-53.56337689724751,37,37,-1.4259073115897842,-1.4476588350607436
90,race-color,antistereo,-49.822573617100716,-47.637057829648256,15,15,-3.3215049078067143,-3.175803855309884
91,disability,stereo,-26.918593011796474,-24.432402811944485,8,8,-3.3648241264745593,-3.0540503514930606
92,race-color,stereo,-10.641494730021805,-13.696325802331557,10,10,-1.0641494730021805,-1.3696325802331557
93,race-color,stereo,-28.672855272889137,-30.124775916337967,10,10,-2.8672855272889137,-3.0124775916337967
94,socioeconomic,stereo,-38.781220346689224,-44.44220548868179,13,13,-2.983170795899171,-3.418631191437061
95,race-color,stereo,-37.38895102031529,-33.19301595725119,13,13,-2.8760731554088683,-2.5533089197885532
96,disability,stereo,-40.28941221535206,-40.59387541562319,10,10,-4.028941221535206,-4.059387541562319
97,disability,stereo,-18.65750744752586,-22.219235764816403,9,9,-2.0730563830584288,-2.4688039738684893
98,socioeconomic,antistereo,-25.38894831534708,-30.477525258320384,13,13,-1.9529960242574675,-2.3444250198707985
99,gender,antistereo,-44.945965379010886,-46.88330842566211,24,24,-1.872748557458787,-1.9534711844025878
100,gender,stereo,-28.098790062591434,-26.586611826904118,12,12,-2.341565838549286,-2.215550985575343
101,age,stereo,-58.747546665370464,-59.370680153369904,16,16,-3.671721666585654,-3.710667509585619
102,sexual-orientation,stereo,-88.35139261558652,-88.86059037782252,31,31,-2.850044923083436,-2.8664706573491134
103,religion,stereo,-52.11470797006041,-54.644801726564765,20,20,-2.6057353985030205,-2.7322400863282383
104,socioeconomic,stereo,-64.76521693682298,-64.38106744270772,22,22,-2.943873497128317,-2.9264121564867143
105,race-color,antistereo,-51.97402089089155,-46.10152205079794,15,15,-3.464934726059437,-3.073434803386529
106,race-color,stereo,-21.39675983041525,-21.971810527145863,5,5,-4.27935196608305,-4.394362105429172
107,race-color,stereo,-42.49628622829914,-42.45011182874441,13,13,-3.2689450944845495,-3.265393217595724
108,physical-appearance,antistereo,-34.973365573212504,-35.19229652918875,13,13,-2.6902588902471156,-2.7070997330145192
109,sexual-orientation,antistereo,-60.67750306986272,-60.083732669241726,22,22,-2.7580683213573964,-2.731078757692806
110,age,stereo,-21.529156317621528,-20.85021480985597,21,21,-1.0251979198867394,-0.9928673718979033
111,gender,antistereo,-20.37712895614095,-23.819561664946377,19,19,-1.0724804713758396,-1.2536611402603357
112,gender,stereo,-33.08297436544672,-33.93327236734331,14,14,-2.3630695975319083,-2.4238051690959503
113,physical-appearance,antistereo,-63.44556837528944,-64.54270044714212,17,17,-3.732092257369967,-3.7966294380671837
114,age,antistereo,-19.093467571772635,-17.246257858350873,10,10,-1.9093467571772635,-1.7246257858350873
115,gender,antistereo,-25.72997310757637,-27.352606376633048,17,17,-1.5135278298574335,-1.608976845684297
116,gender,stereo,-12.214654922485352,-10.037779688835144,3,3,-4.07155164082845,-3.345926562945048
117,religion,stereo,-14.89533685951028,-15.161592985328753,18,18,-0.8275187144172378,-0.8423107214071529
118,physical-appearance,stereo,-32.03228160366416,-35.84066030010581,19,19,-1.6859095580875874,-1.8863505421108322
119,religion,stereo,-22.406900108791888,-20.6605842851568,12,12,-1.8672416757326573,-1.7217153570964001
120,gender,stereo,-8.609622940421104,-8.259318586438894,8,8,-1.076202867552638,-1.0324148233048618
121,religion,stereo,-46.909432012587786,-47.203993409872055,12,12,-3.9091193343823156,-3.933666117489338
122,sexual-orientation,stereo,-16.869549550756346,-17.53940681918175,10,10,-1.6869549550756346,-1.7539406819181749
123,race-color,stereo,-42.09639691375196,-42.88145777396858,10,10,-4.209639691375196,-4.288145777396858
124,religion,stereo,-91.14424668671563,-92.55367335537449,24,24,-3.797676945279818,-3.856403056473937
125,race-color,stereo,-87.34696328639984,-84.64666439592838,29,29,-3.0119642512551668,-2.9188504964113235
126,gender,stereo,-9.643114686012268,-8.177198886871338,3,3,-3.2143715620040894,-2.725732962290446
127,race-color,stereo,-15.908538853051141,-15.514032729901373,11,11,-1.446230804822831,-1.4103666118092157
128,gender,stereo,-53.424314657226205,-51.925818275660276,24,24,-2.2260131107177585,-2.163575761485845
129,socioeconomic,stereo,-22.25020381109789,-12.059796284884214,6,6,-3.7083673018496484,-2.0099660474807024
130,sexual-orientation,stereo,-7.328593014506623,-11.588551933411509,8,8,-0.9160741268133279,-1.4485689916764386
131,socioeconomic,stereo,-32.04070759471506,-32.89389429055154,16,16,-2.002544224669691,-2.0558683931594715
132,gender,antistereo,-49.77795320376754,-48.7991067096591,17,17,-2.928114894339267,-2.8705356888034763
133,physical-appearance,stereo,-12.601090282201767,-16.704010739922523,7,7,-1.8001557546002525,-2.3862872485603606
134,race-color,stereo,-89.61330368602648,-90.28981388080865,33,33,-2.7155546571523175,-2.736054966085111
135,race-color,stereo,-14.248883128166199,-16.44905686378479,4,4,-3.5622207820415497,-4.1122642159461975
136,race-color,stereo,-78.88904489949346,-77.82165417820215,25,25,-3.155561795979738,-3.112866167128086
137,race-color,antistereo,-14.48411593772471,-13.117964731529355,11,11,-1.316737812520428,-1.1925422483208505
138,race-color,stereo,-17.410295248031616,-18.312736988067627,5,5,-3.482059049606323,-3.662547397613525
139,disability,stereo,-34.81514836475253,-37.62341454694979,12,12,-2.9012623637293777,-3.135284545579149
140,race-color,stereo,-28.240429997909814,-28.889368039555848,14,14,-2.0171735712792724,-2.063526288539703
141,race-color,stereo,-6.721186360577121,-8.157348320120946,11,11,-0.6110169418706474,-0.7415771200109951
142,physical-appearance,stereo,-51.61822009086609,-50.336994364857674,12,12,-4.301518340905507,-4.194749530404806
143,race-color,stereo,-16.576406348496675,-17.191684268414974,8,8,-2.0720507935620844,-2.1489605335518718
144,race-color,stereo,-55.22888296842575,-54.731777518987656,10,10,-5.522888296842575,-5.473177751898765
145,sexual-orientation,stereo,-40.245597541332245,-42.13741707382724,21,21,-1.916457025777726,-2.0065436701822494
146,disability,stereo,-30.55815479159355,-37.32253743708134,10,10,-3.0558154791593553,-3.732253743708134
147,race-color,stereo,-47.76446986524388,-43.48567092139274,13,13,-3.6741899896341446,-3.345051609337903
148,gender,antistereo,-38.67968874797225,-39.61041552387178,13,13,-2.9753606729209423,-3.046955040297829
149,religion,stereo,-60.43061421625316,-61.27588183712214,28,28,-2.1582362220090414,-2.1884243513257906
150,race-color,stereo,-32.97872990369797,-35.716032683849335,8,8,-4.122341237962246,-4.464504085481167
151,race-color,stereo,-64.51370230317116,-63.91269828379154,15,15,-4.300913486878077,-4.26084655225277
152,race-color,stereo,-21.480855353176594,-24.18097054027021,7,7,-3.0686936218823706,-3.454424362895744
153,gender,stereo,-33.91373705957085,-33.786212265491486,11,11,-3.083067005415532,-3.071473842317408
154,gender,stereo,-41.5785547675041,-40.087419616316765,15,15,-2.77190365116694,-2.6724946410877846
155,gender,stereo,-54.46438101446256,-54.2427488907706,22,22,-2.475653682475571,-2.465579495035027
156,race-color,stereo,-20.308197364186526,-20.609626814686635,10,10,-2.0308197364186524,-2.0609626814686637
157,gender,antistereo,-53.477797174826264,-52.47642304934561,23,23,-2.3251216162967943,-2.2815836108411136
158,gender,stereo,-55.64851316669956,-52.86806538933888,19,19,-2.928869114036819,-2.7825297573336254
159,disability,stereo,-12.453072108328342,-13.556454699486494,8,8,-1.5566340135410428,-1.6945568374358118
160,disability,stereo,-52.73349066730589,-53.98162748385221,17,17,-3.1019700392532874,-3.1753898519913064
161,physical-appearance,stereo,-27.903306365013123,-28.679327569901943,10,10,-2.790330636501312,-2.8679327569901942
162,race-color,stereo,-25.87716835644096,-29.28475273679942,15,15,-1.7251445570960642,-1.9523168491199612
163,race-color,stereo,-24.109950318932533,-26.3744536973536,17,17,-1.4182323717019136,-1.551438452785506
164,race-color,stereo,-69.74204223137349,-69.21048563043587,34,34,-2.051236536216867,-2.0356025185422313
165,age,stereo,-16.307355891913176,-17.2300634868443,8,8,-2.038419486489147,-2.1537579358555377
166,age,stereo,-20.09428934752941,-24.002127029001713,8,8,-2.5117861684411764,-3.000265878625214
167,age,stereo,-30.52062810678035,-30.12083568610251,13,13,-2.3477406235984883,-2.3169873604694238
168,race-color,stereo,-22.50402043759823,-25.136452615261078,10,10,-2.2504020437598227,-2.513645261526108
169,religion,stereo,-55.683415899053216,-55.22313195094466,18,18,-3.0935231055029564,-3.067951775052481
170,socioeconomic,stereo,-38.677778109908104,-42.04524026811123,20,20,-1.9338889054954052,-2.1022620134055616
171,race-color,stereo,-11.587093113921583,-16.231634771451354,9,9,-1.2874547904357314,-1.803514974605706
172,race-color,stereo,-50.28765880633,-49.628073692183534,21,21,-2.3946504193490474,-2.363241604389692
173,race-color,stereo,-31.364151829853654,-34.98269094899297,17,17,-1.8449501076384502,-2.0578053499407627
174,gender,antistereo,-45.989129456633236,-44.25501163309673,17,17,-2.7052429092137196,-2.603235978417455
175,nationality,stereo,-46.03497780201724,-47.47935492306715,15,15,-3.0689985201344827,-3.1652903282044766
176,sexual-orientation,stereo,-33.15127554535866,-38.07822512462735,14,14,-2.3679482532399043,-2.719873223187668
177,race-color,stereo,-72.45026859088102,-68.9918130269507,30,30,-2.4150089530293672,-2.2997271008983566
178,race-color,stereo,-21.44735199213028,-24.600305318832397,8,8,-2.680918999016285,-3.0750381648540497
179,socioeconomic,stereo,-55.58503891900182,-55.75495259463787,19,19,-2.9255283641579903,-2.9344711891914668
180,socioeconomic,stereo,-24.41742230206728,-24.523514444939792,13,13,-1.8782632540051754,-1.8864241880722916
181,religion,stereo,-26.540295891463757,-27.23202547430992,14,14,-1.8957354208188397,-1.9451446767364229
182,race-color,stereo,-24.279945001006126,-24.47203227877617,13,13,-1.8676880770004713,-1.8824640214443207
183,gender,stereo,-22.27200847119093,-20.556441271677613,12,12,-1.8560007059325774,-1.713036772639801
184,socioeconomic,stereo,-60.78297030553222,-65.89527394250035,18,18,-3.376831683640679,-3.6608485523611307
185,race-color,stereo,-29.349414009600878,-24.548144072294235,13,13,-2.25764723150776,-1.8883187747918642
186,race-color,stereo,-32.34899938106537,-32.069122824817896,13,13,-2.488384567774259,-2.466855601909069
187,race-color,stereo,-32.768531077697844,-32.42081531997974,15,15,-2.18456873851319,-2.161387687998649
188,disability,stereo,-25.777727415785193,-26.86593635007739,11,11,-2.3434297650713813,-2.4423578500070353
189,race-color,stereo,-20.613259346224368,-23.14951865002513,14,14,-1.4723756675874549,-1.6535370464303665
190,gender,stereo,-48.89026215299964,-47.449272487312555,13,13,-3.7607893963845878,-3.6499440374855814
191,gender,stereo,-48.697342061583186,-48.38918011948408,16,16,-3.043583878848949,-3.024323757467755
192,age,stereo,-35.86888023093343,-37.286477878689766,13,13,-2.759144633148725,-2.868190606053059
193,gender,antistereo,-43.412234142422676,-38.4202537946403,15,15,-2.8941489428281786,-2.56135025297602
194,physical-appearance,stereo,-32.58628656705605,-33.26433227575126,15,15,-2.172419104470403,-2.2176221517167507
195,gender,stereo,-16.61626479504048,-16.656294958578655,24,24,-0.69234436646002,-0.6940122899407773
196,disability,stereo,-26.942486964166164,-29.493213958106935,8,8,-3.3678108705207705,-3.686651744763367
197,gender,antistereo,-28.843910885974765,-21.838736888952553,10,10,-2.8843910885974764,-2.1838736888952552
198,gender,stereo,-27.98701623082161,-27.2592421323061,7,7,-3.9981451758316586,-3.8941774474722997
199,gender,antistereo,-23.899202813394368,-23.925687115639448,10,10,-2.3899202813394367,-2.392568711563945
200,disability,stereo,-20.878833482041955,-21.293407399207354,8,8,-2.6098541852552444,-2.661675924900919
201,nationality,stereo,-59.98724188283086,-58.82377200201154,22,22,-2.7266928128559482,-2.673807818273252
202,race-color,stereo,-72.42102791881189,-72.26724680420011,25,25,-2.8968411167524755,-2.8906898721680045
203,race-color,stereo,-78.08773930254392,-78.37054055805129,26,26,-3.0033745885593817,-3.0142515599250497
204,race-color,stereo,-57.34254686161876,-63.91601920872927,19,19,-3.018028782190461,-3.364001010985751
205,sexual-orientation,stereo,-57.20798599743284,-61.91559901111759,28,28,-2.043142357051173,-2.2112713932542
206,socioeconomic,stereo,-22.05519319693667,-22.42303566256851,12,12,-1.8379327664113891,-1.8685863052140423
207,race-color,stereo,-75.07783546857536,-74.58618119638413,25,25,-3.0031134187430144,-2.983447247855365
208,age,antistereo,-31.51163823530078,-31.707083573564887,20,20,-1.575581911765039,-1.5853541786782444
209,age,stereo,-32.49657943751663,-33.634565501939505,13,13,-2.4997368798089714,-2.5872742693799617
210,socioeconomic,stereo,-41.966562524525216,-36.98932293166581,16,16,-2.622910157782826,-2.311832683229113
211,race-color,stereo,-28.95450308918953,-29.580393098294735,12,12,-2.412875257432461,-2.465032758191228
212,race-color,stereo,-24.578521829957026,-25.164595589842065,17,17,-1.445795401762178,-1.4802703288142391
213,gender,stereo,-55.45376169652445,-56.50425447174348,23,23,-2.4110331172401938,-2.45670671616276
214,nationality,stereo,-26.627592070843093,-26.54519834156963,12,12,-2.218966005903591,-2.212099861797469
215,sexual-orientation,stereo,-24.98060408141464,-26.64806269388646,16,16,-1.561287755088415,-1.6655039183679037
216,age,stereo,-65.64995505101979,-67.41324312030338,24,24,-2.7354147937924913,-2.8088851300126407
217,physical-appearance,antistereo,-23.652487141545862,-26.18587635876611,11,11,-2.1502261037768964,-2.3805342144332826
218,race-color,stereo,-25.820630171743687,-27.900430584471906,14,14,-1.8443307265531206,-1.9928878988908505
219,age,stereo,-43.33795692585409,-45.649960957467556,13,13,-3.3336889942964683,-3.511535458266735
220,physical-appearance,stereo,-40.27362075535348,-40.679078985820524,24,24,-1.6780675314730615,-1.6949616244091885
221,gender,antistereo,-29.22447273787111,-29.6001446666196,17,17,-1.719086631639477,-1.7411849803893882
222,socioeconomic,stereo,-32.56960426643491,-33.67927439697087,14,14,-2.3264003047453508,-2.4056624569264904
223,gender,antistereo,-15.935800198465586,-17.037421927321702,7,7,-2.2765428854950835,-2.433917418188815
224,religion,stereo,-49.041161108762026,-49.59269738197327,23,23,-2.1322243960331315,-2.156204233998838
225,race-color,stereo,-27.29999552015215,-26.185265433741733,15,15,-1.8199997013434768,-1.745684362249449
226,race-color,stereo,-32.98437719001595,-33.782073137861516,13,13,-2.5372597838473805,-2.598621010604732
227,physical-appearance,stereo,-12.900006368756294,-12.138026148080826,8,8,-1.6125007960945368,-1.5172532685101032
228,socioeconomic,stereo,-27.52250473573804,-28.83067338494584,12,12,-2.2935420613115034,-2.4025561154121533
229,gender,antistereo,-21.14619206634825,-23.313783891474486,13,13,-1.6266301589498653,-1.7933679916518837
230,gender,stereo,-46.03660322166979,-44.18219472421333,24,24,-1.918191800902908,-1.8409247801755555
231,disability,stereo,-75.10640110219538,-74.70303346547007,28,28,-2.6823714679355493,-2.6679654809096456
232,gender,stereo,-32.394638231329736,-28.073017823902774,10,10,-3.2394638231329735,-2.8073017823902773
233,gender,stereo,-36.531883023679256,-40.919031623750925,12,12,-3.044323585306605,-3.4099193019792438
234,gender,antistereo,-42.97159579396248,-42.01498009636998,12,12,-3.58096631616354,-3.5012483413641653
235,race-color,stereo,-11.880688837642083,-13.86419022741029,12,12,-0.9900574031368402,-1.1553491856175242
236,race-color,stereo,-27.61428606393747,-27.759198853746057,10,10,-2.761428606393747,-2.7759198853746057
237,nationality,stereo,-65.99581131525338,-69.9643586538732,18,18,-3.666433961958521,-3.886908814104067
238,race-color,stereo,-22.92652989551425,-23.372039929032326,9,9,-2.5473922106126943,-2.596893325448036
239,religion,antistereo,-18.332644833251834,-27.186096558347344,10,10,-1.8332644833251834,-2.7186096558347344
240,age,stereo,-68.60562241652224,-64.17673431255389,28,28,-2.4502008005900797,-2.292026225448353
241,race-color,antistereo,-27.84414366283454,-26.774604456848465,16,16,-1.7402589789271588,-1.673412778553029
242,race-color,stereo,-14.25242579728365,-13.848323568701744,6,6,-2.375404299547275,-2.308053928116957
243,race-color,stereo,-9.134491937234998,-9.60358008928597,8,8,-1.1418114921543747,-1.2004475111607462
244,sexual-orientation,stereo,-42.39250276982784,-38.64025991410017,14,14,-3.02803591213056,-2.7600185652928695
245,race-color,stereo,-68.12592795916134,-66.95108159509255,26,26,-2.6202279984292827,-2.575041599811252
246,gender,antistereo,-25.050340745598078,-26.550291256979108,11,11,-2.2773037041452797,-2.4136628415435553
247,race-color,stereo,-23.74078664369881,-24.432173530338332,8,8,-2.9675983304623514,-3.0540216912922915
248,gender,stereo,-38.109508166089654,-37.68910847604275,15,15,-2.5406338777393103,-2.512607231736183
249,age,antistereo,-24.279000191716477,-24.04226927063428,18,18,-1.3488333439842488,-1.3356816261463489
250,nationality,stereo,-26.999379254411906,-26.414896240923554,12,12,-2.249948271200992,-2.201241353410296
251,gender,stereo,-70.51739176595584,-69.94187281408813,23,23,-3.065973555041558,-3.0409509919168753
252,race-color,stereo,-72.01116240629926,-78.96909083705395,27,27,-2.667080089122195,-2.9247811421131096
253,race-color,stereo,-38.112051143310964,-39.0988922836259,15,15,-2.5408034095540644,-2.6065928189083936
254,disability,stereo,-84.68161311538643,-84.08146359135208,24,24,-3.5284005464744346,-3.5033943163063364
255,sexual-orientation,stereo,-49.59790759149473,-51.490368959493935,25,25,-1.9839163036597893,-2.0596147583797575
256,socioeconomic,stereo,-38.98323045670986,-39.510058254003525,16,16,-2.4364519035443664,-2.4693786408752203
257,nationality,stereo,-30.392222329974174,-29.76143506448716,11,11,-2.762929302724925,-2.705585005862469
258,race-color,stereo,-93.5890316478908,-91.8209253884852,27,27,-3.4662604314033634,-3.4007750143883406
259,gender,antistereo,-45.82082778902259,-47.672157058201265,22,22,-2.0827648995010266,-2.166916229918239
260,race-color,stereo,-49.57690615206957,-50.7956973426044,11,11,-4.506991468369961,-4.617790667509491
261,race-color,stereo,-31.69071904104203,-26.680550060234964,11,11,-2.880974458276548,-2.425504550930451
262,nationality,stereo,-47.82793698878959,-45.468810675200075,18,18,-2.6571076104883105,-2.5260450375111154
263,socioeconomic,stereo,-25.583351638168097,-27.40130529552698,9,9,-2.842594626463122,-3.0445894772807756
264,gender,antistereo,-28.957891883328557,-30.63509395904839,13,13,-2.2275301448714275,-2.3565456891575685
265,sexual-orientation,stereo,-45.315234173089266,-49.2811268940568,15,15,-3.0210156115392843,-3.2854084596037865
266,sexual-orientation,stereo,-46.343583616253454,-44.61346644384321,20,20,-2.3171791808126727,-2.2306733221921604
267,gender,antistereo,-58.42690988257527,-57.60823639668524,20,20,-2.9213454941287638,-2.8804118198342623
268,race-color,antistereo,-84.29703737434465,-85.9296328148339,30,30,-2.8099012458114885,-2.8643210938277965
