Stage,Architecture,Model_Size,Hidden_Size,Seed,Unique_Parameters,Total_Parameters,Effective_Depth,Shared_Ratio,Dataset,Category,Loop_Depth,Mean_Preference_Rate,Std_Preference_Rate,Mean_Effect_Size,Trajectory_Shape,Timestamp
stage3,VanillaBERT,base,768,42,110104890,110104890,12,0.0,Multi-CrowS-Pairs,1,6,0.5714285714285714,0.5070925528371101,0.027322416740750494,OSCILLATING,2026-07-29T02:07:55.771130Z
stage3,VanillaBERT,base,768,42,110104890,110104890,12,0.0,Multi-CrowS-Pairs,2,6,0.5,0.5067117097095317,0.09080664116126916,OSCILLATING,2026-07-29T02:07:55.771315Z
stage3,VanillaBERT,base,768,42,110104890,110104890,12,0.0,Multi-CrowS-Pairs,3,6,0.5714285714285714,0.5345224838248488,1.2782245987937564,OSCILLATING,2026-07-29T02:07:55.771493Z
stage3,VanillaBERT,base,768,42,110104890,110104890,12,0.0,Multi-CrowS-Pairs,4,6,0.5416666666666666,0.5089773777040516,0.2894004518787066,OSCILLATING,2026-07-29T02:07:55.771682Z
stage3,VanillaBERT,base,768,42,110104890,110104890,12,0.0,Multi-CrowS-Pairs,5,6,0.8333333333333334,0.38924947208076155,0.2907950973941453,AMPLIFYING,2026-07-29T02:07:55.771872Z
stage3,VanillaBERT,base,768,42,110104890,110104890,12,0.0,Multi-CrowS-Pairs,6,6,0.3333333333333333,0.5163977794943223,-0.1015562150213453,OSCILLATING,2026-07-29T02:07:55.772099Z
stage3,VanillaBERT,base,768,42,110104890,110104890,12,0.0,Multi-CrowS-Pairs,7,6,0.35714285714285715,0.4972451580988468,-0.7376989560916011,OSCILLATING,2026-07-29T02:07:55.772280Z
stage3,VanillaBERT,base,768,42,110104890,110104890,12,0.0,Multi-CrowS-Pairs,8,6,0.3333333333333333,0.5,-0.4326565954420303,OSCILLATING,2026-07-29T02:07:55.772456Z
stage3,VanillaBERT,base,768,42,110104890,110104890,12,0.0,Multi-CrowS-Pairs,ALL,9,0.51010101010101,0.5011651296799252,0.3687987059975886,AMPLIFYING,2026-07-29T02:07:55.773200Z
stage3,VanillaBERT,base,768,42,110104890,110104890,12,0.0,Multi-CrowS-Pairs,0,9,0.4626865671641791,0.5023688795899496,0.19695139551089724,OSCILLATING,2026-07-29T02:07:55.773909Z
stage3,VanillaBERT,base,768,42,110104890,110104890,12,0.0,Multi-CrowS-Pairs,1,9,0.5238095238095238,0.511766315719159,0.31035053667922813,OSCILLATING,2026-07-29T02:07:55.774101Z
stage3,VanillaBERT,base,768,42,110104890,110104890,12,0.0,Multi-CrowS-Pairs,2,9,0.4473684210526316,0.5038966228735665,0.34173234709267364,OSCILLATING,2026-07-29T02:07:55.774280Z
stage3,VanillaBERT,base,768,42,110104890,110104890,12,0.0,Multi-CrowS-Pairs,3,9,1.0,0.0,3.435577120460082,OSCILLATING,2026-07-29T02:07:55.774509Z
stage3,VanillaBERT,base,768,42,110104890,110104890,12,0.0,Multi-CrowS-Pairs,4,9,0.4166666666666667,0.5036101551853348,-0.46047570275259203,OSCILLATING,2026-07-29T02:07:55.774694Z
stage3,VanillaBERT,base,768,42,110104890,110104890,12,0.0,Multi-CrowS-Pairs,5,9,0.8333333333333334,0.38924947208076155,1.8392793378146495,AMPLIFYING,2026-07-29T02:07:55.774879Z
stage3,VanillaBERT,base,768,42,110104890,110104890,12,0.0,Multi-CrowS-Pairs,6,9,0.3333333333333333,0.5163977794943223,0.6542686116364266,OSCILLATING,2026-07-29T02:07:55.775076Z
stage3,VanillaBERT,base,768,42,110104890,110104890,12,0.0,Multi-CrowS-Pairs,7,9,0.7142857142857143,0.4688072309384954,0.619377709486356,OSCILLATING,2026-07-29T02:07:55.775255Z
stage3,VanillaBERT,base,768,42,110104890,110104890,12,0.0,Multi-CrowS-Pairs,8,9,0.3333333333333333,0.5,-0.815851645006074,OSCILLATING,2026-07-29T02:07:55.775433Z
stage3,VanillaBERT,base,768,42,110104890,110104890,12,0.0,Multi-CrowS-Pairs,ALL,12,0.5404040404040404,0.49962812402687823,0.6332659606504966,AMPLIFYING,2026-07-29T02:07:55.776190Z
stage3,VanillaBERT,base,768,42,110104890,110104890,12,0.0,Multi-CrowS-Pairs,0,12,0.4925373134328358,0.5037175233040658,0.49561286351528633,OSCILLATING,2026-07-29T02:07:55.776968Z
stage3,VanillaBERT,base,768,42,110104890,110104890,12,0.0,Multi-CrowS-Pairs,1,12,0.7142857142857143,0.46291004988627577,0.3865146961812454,OSCILLATING,2026-07-29T02:07:55.777166Z
stage3,VanillaBERT,base,768,42,110104890,110104890,12,0.0,Multi-CrowS-Pairs,2,12,0.5,0.5067117097095317,0.4618373136940458,OSCILLATING,2026-07-29T02:07:55.777348Z
stage3,VanillaBERT,base,768,42,110104890,110104890,12,0.0,Multi-CrowS-Pairs,3,12,1.0,0.0,4.636126544265564,OSCILLATING,2026-07-29T02:07:55.777524Z
stage3,VanillaBERT,base,768,42,110104890,110104890,12,0.0,Multi-CrowS-Pairs,4,12,0.2916666666666667,0.4643056214875365,-1.1148035433018244,OSCILLATING,2026-07-29T02:07:55.777694Z
stage3,VanillaBERT,base,768,42,110104890,110104890,12,0.0,Multi-CrowS-Pairs,5,12,0.8333333333333334,0.38924947208076155,3.313642046089067,AMPLIFYING,2026-07-29T02:07:55.777880Z
stage3,VanillaBERT,base,768,42,110104890,110104890,12,0.0,Multi-CrowS-Pairs,6,12,0.6666666666666666,0.5163977794943223,1.9103995289899303,OSCILLATING,2026-07-29T02:07:55.778061Z
stage3,VanillaBERT,base,768,42,110104890,110104890,12,0.0,Multi-CrowS-Pairs,7,12,0.5,0.5188745216627708,0.7744238082737309,OSCILLATING,2026-07-29T02:07:55.778239Z
stage3,VanillaBERT,base,768,42,110104890,110104890,12,0.0,Multi-CrowS-Pairs,8,12,0.5555555555555556,0.5270462766947299,-0.1390737778179485,OSCILLATING,2026-07-29T02:07:55.778418Z
stage3,LoopedBERT,base,768,42,67580730,67580730,12,0.5,Multi-CrowS-Pairs,ALL,2,0.47474747474747475,0.5006277144706722,0.08554085043404551,AMPLIFYING,2026-07-29T02:08:06.153675Z
stage3,LoopedBERT,base,768,42,67580730,67580730,12,0.5,Multi-CrowS-Pairs,0,2,0.373134328358209,0.4872875106609372,-0.2561164618817888,OSCILLATING,2026-07-29T02:08:06.154500Z
stage3,LoopedBERT,base,768,42,67580730,67580730,12,0.5,Multi-CrowS-Pairs,1,2,0.42857142857142855,0.50709255283711,0.050398310498585876,OSCILLATING,2026-07-29T02:08:06.154700Z
stage3,LoopedBERT,base,768,42,67580730,67580730,12,0.5,Multi-CrowS-Pairs,2,2,0.5,0.5067117097095317,0.5400240446839782,OSCILLATING,2026-07-29T02:08:06.154892Z
stage3,LoopedBERT,base,768,42,67580730,67580730,12,0.5,Multi-CrowS-Pairs,3,2,0.42857142857142855,0.5345224838248488,0.08924660157589694,AMPLIFYING,2026-07-29T02:08:06.155128Z
stage3,LoopedBERT,base,768,42,67580730,67580730,12,0.5,Multi-CrowS-Pairs,4,2,0.5416666666666666,0.5089773777040516,-0.11694693432913883,CONVERGENT,2026-07-29T02:08:06.155309Z
stage3,LoopedBERT,base,768,42,67580730,67580730,12,0.5,Multi-CrowS-Pairs,5,2,0.75,0.45226701686664544,0.45778933874654865,AMPLIFYING,2026-07-29T02:08:06.155486Z
stage3,LoopedBERT,base,768,42,67580730,67580730,12,0.5,Multi-CrowS-Pairs,6,2,0.6666666666666666,0.5163977794943223,1.0967457095781963,OSCILLATING,2026-07-29T02:08:06.155661Z
stage3,LoopedBERT,base,768,42,67580730,67580730,12,0.5,Multi-CrowS-Pairs,7,2,0.5,0.5188745216627708,-0.029172511029064183,OSCILLATING,2026-07-29T02:08:06.155851Z
stage3,LoopedBERT,base,768,42,67580730,67580730,12,0.5,Multi-CrowS-Pairs,8,2,0.5555555555555556,0.5270462766947299,0.33712023982295286,OSCILLATING,2026-07-29T02:08:06.156025Z
stage3,LoopedBERT,base,768,42,67580730,67580730,12,0.5,Multi-CrowS-Pairs,ALL,4,0.494949494949495,0.5012418562445881,0.16871171765454104,AMPLIFYING,2026-07-29T02:08:06.156805Z
stage3,LoopedBERT,base,768,42,67580730,67580730,12,0.5,Multi-CrowS-Pairs,0,4,0.373134328358209,0.4872875106609372,-0.14753487213888009,OSCILLATING,2026-07-29T02:08:06.157438Z
stage3,LoopedBERT,base,768,42,67580730,67580730,12,0.5,Multi-CrowS-Pairs,1,4,0.38095238095238093,0.49761335152811925,0.0030439570398321366,OSCILLATING,2026-07-29T02:08:06.157614Z
stage3,LoopedBERT,base,768,42,67580730,67580730,12,0.5,Multi-CrowS-Pairs,2,4,0.5789473684210527,0.5003554924018235,0.5317990203108456,OSCILLATING,2026-07-29T02:08:06.157799Z
stage3,LoopedBERT,base,768,42,67580730,67580730,12,0.5,Multi-CrowS-Pairs,3,4,0.8571428571428571,0.37796447300922725,2.1678309228182546,AMPLIFYING,2026-07-29T02:08:06.157972Z
stage3,LoopedBERT,base,768,42,67580730,67580730,12,0.5,Multi-CrowS-Pairs,4,4,0.5,0.5107539184552492,-0.7080188234517765,CONVERGENT,2026-07-29T02:08:06.158152Z
stage3,LoopedBERT,base,768,42,67580730,67580730,12,0.5,Multi-CrowS-Pairs,5,4,0.8333333333333334,0.38924947208076155,1.6921373412293825,AMPLIFYING,2026-07-29T02:08:06.158331Z
stage3,LoopedBERT,base,768,42,67580730,67580730,12,0.5,Multi-CrowS-Pairs,6,4,0.6666666666666666,0.5163977794943223,1.80977248483234,OSCILLATING,2026-07-29T02:08:06.158507Z
stage3,LoopedBERT,base,768,42,67580730,67580730,12,0.5,Multi-CrowS-Pairs,7,4,0.5714285714285714,0.5135525910130955,0.04420322339274544,OSCILLATING,2026-07-29T02:08:06.158716Z
stage3,LoopedBERT,base,768,42,67580730,67580730,12,0.5,Multi-CrowS-Pairs,8,4,0.3333333333333333,0.5,-0.7720024632083046,OSCILLATING,2026-07-29T02:08:06.158922Z
stage3,LoopedBERT,base,768,42,67580730,67580730,12,0.5,Multi-CrowS-Pairs,ALL,6,0.4898989898989899,0.5011651296799253,0.36736890053189536,AMPLIFYING,2026-07-29T02:08:06.159645Z
stage3,LoopedBERT,base,768,42,67580730,67580730,12,0.5,Multi-CrowS-Pairs,0,6,0.3582089552238806,0.4830927051164928,0.07556807668593087,OSCILLATING,2026-07-29T02:08:06.160291Z
stage3,LoopedBERT,base,768,42,67580730,67580730,12,0.5,Multi-CrowS-Pairs,1,6,0.42857142857142855,0.50709255283711,0.19299705914546922,OSCILLATING,2026-07-29T02:08:06.160473Z
stage3,LoopedBERT,base,768,42,67580730,67580730,12,0.5,Multi-CrowS-Pairs,2,6,0.6052631578947368,0.49535538344028496,0.6200041575977996,OSCILLATING,2026-07-29T02:08:06.160671Z
stage3,LoopedBERT,base,768,42,67580730,67580730,12,0.5,Multi-CrowS-Pairs,3,6,1.0,0.0,3.198040527513339,AMPLIFYING,2026-07-29T02:08:06.160875Z
stage3,LoopedBERT,base,768,42,67580730,67580730,12,0.5,Multi-CrowS-Pairs,4,6,0.4166666666666667,0.5036101551853348,-0.812553405849677,CONVERGENT,2026-07-29T02:08:06.161055Z
stage3,LoopedBERT,base,768,42,67580730,67580730,12,0.5,Multi-CrowS-Pairs,5,6,0.8333333333333334,0.38924947208076155,2.456144110681945,AMPLIFYING,2026-07-29T02:08:06.161261Z
stage3,LoopedBERT,base,768,42,67580730,67580730,12,0.5,Multi-CrowS-Pairs,6,6,0.6666666666666666,0.5163977794943223,1.9244605489075184,OSCILLATING,2026-07-29T02:08:06.161449Z
stage3,LoopedBERT,base,768,42,67580730,67580730,12,0.5,Multi-CrowS-Pairs,7,6,0.5,0.5188745216627708,0.04513460601636795,OSCILLATING,2026-07-29T02:08:06.161630Z
stage3,LoopedBERT,base,768,42,67580730,67580730,12,0.5,Multi-CrowS-Pairs,8,6,0.3333333333333333,0.5,-0.4971660134968935,OSCILLATING,2026-07-29T02:08:06.161818Z
stage3,LoopedBERT,base,768,42,67580730,67580730,12,0.5,Multi-CrowS-Pairs,ALL,8,0.5050505050505051,0.5012418562445881,0.3423186485675693,AMPLIFYING,2026-07-29T02:08:06.162522Z
stage3,LoopedBERT,base,768,42,67580730,67580730,12,0.5,Multi-CrowS-Pairs,0,8,0.3880597014925373,0.49098614066093726,0.01902750003532914,OSCILLATING,2026-07-29T02:08:06.163223Z
stage3,LoopedBERT,base,768,42,67580730,67580730,12,0.5,Multi-CrowS-Pairs,1,8,0.47619047619047616,0.511766315719159,0.2339925000089264,OSCILLATING,2026-07-29T02:08:06.163424Z
stage3,LoopedBERT,base,768,42,67580730,67580730,12,0.5,Multi-CrowS-Pairs,2,8,0.5526315789473685,0.5038966228735666,0.645153929910416,OSCILLATING,2026-07-29T02:08:06.163620Z
stage3,LoopedBERT,base,768,42,67580730,67580730,12,0.5,Multi-CrowS-Pairs,3,8,1.0,0.0,3.5089509944387136,AMPLIFYING,2026-07-29T02:08:06.163838Z
stage3,LoopedBERT,base,768,42,67580730,67580730,12,0.5,Multi-CrowS-Pairs,4,8,0.4166666666666667,0.5036101551853348,-0.9955002686293382,CONVERGENT,2026-07-29T02:08:06.164017Z
stage3,LoopedBERT,base,768,42,67580730,67580730,12,0.5,Multi-CrowS-Pairs,5,8,0.8333333333333334,0.38924947208076155,2.5906950963412148,AMPLIFYING,2026-07-29T02:08:06.164190Z
stage3,LoopedBERT,base,768,42,67580730,67580730,12,0.5,Multi-CrowS-Pairs,6,8,0.6666666666666666,0.5163977794943223,1.5991549239390423,OSCILLATING,2026-07-29T02:08:06.164375Z
stage3,LoopedBERT,base,768,42,67580730,67580730,12,0.5,Multi-CrowS-Pairs,7,8,0.6428571428571429,0.4972451580988469,0.1121162890694699,OSCILLATING,2026-07-29T02:08:06.164553Z
stage3,LoopedBERT,base,768,42,67580730,67580730,12,0.5,Multi-CrowS-Pairs,8,8,0.3333333333333333,0.5,-0.649887909271099,OSCILLATING,2026-07-29T02:08:06.164724Z
stage3,LoopedBERT,base,768,42,67580730,67580730,12,0.5,Multi-CrowS-Pairs,ALL,10,0.5050505050505051,0.5012418562445881,0.35102129572736296,AMPLIFYING,2026-07-29T02:08:06.165444Z
stage3,LoopedBERT,base,768,42,67580730,67580730,12,0.5,Multi-CrowS-Pairs,0,10,0.40298507462686567,0.4941997354933901,0.036746510829592176,OSCILLATING,2026-07-29T02:08:06.166097Z
stage3,LoopedBERT,base,768,42,67580730,67580730,12,0.5,Multi-CrowS-Pairs,1,10,0.5238095238095238,0.511766315719159,0.2484416198207154,OSCILLATING,2026-07-29T02:08:06.166304Z
stage3,LoopedBERT,base,768,42,67580730,67580730,12,0.5,Multi-CrowS-Pairs,2,10,0.5263157894736842,0.506009406240056,0.7019301609051778,OSCILLATING,2026-07-29T02:08:06.166482Z
stage3,LoopedBERT,base,768,42,67580730,67580730,12,0.5,Multi-CrowS-Pairs,3,10,1.0,0.0,3.3566576953134724,AMPLIFYING,2026-07-29T02:08:06.166664Z
stage3,LoopedBERT,base,768,42,67580730,67580730,12,0.5,Multi-CrowS-Pairs,4,10,0.4166666666666667,0.5036101551853348,-1.135223818485651,CONVERGENT,2026-07-29T02:08:06.166850Z
stage3,LoopedBERT,base,768,42,67580730,67580730,12,0.5,Multi-CrowS-Pairs,5,10,0.8333333333333334,0.38924947208076155,2.6716210151499715,AMPLIFYING,2026-07-29T02:08:06.167025Z
stage3,LoopedBERT,base,768,42,67580730,67580730,12,0.5,Multi-CrowS-Pairs,6,10,0.6666666666666666,0.5163977794943223,1.6171182729303837,OSCILLATING,2026-07-29T02:08:06.167212Z
stage3,LoopedBERT,base,768,42,67580730,67580730,12,0.5,Multi-CrowS-Pairs,7,10,0.5714285714285714,0.5135525910130955,0.3035455600633975,OSCILLATING,2026-07-29T02:08:06.167385Z
stage3,LoopedBERT,base,768,42,67580730,67580730,12,0.5,Multi-CrowS-Pairs,8,10,0.3333333333333333,0.5,-0.7903835206671997,OSCILLATING,2026-07-29T02:08:06.167561Z
stage3,LoopedBERT,base,768,42,67580730,67580730,12,0.5,Multi-CrowS-Pairs,ALL,12,0.5252525252525253,0.5006277144706722,0.5643407981810901,AMPLIFYING,2026-07-29T02:08:06.168279Z
stage3,LoopedBERT,base,768,42,67580730,67580730,12,0.5,Multi-CrowS-Pairs,0,12,0.43283582089552236,0.4992078754785888,0.17645330580537735,OSCILLATING,2026-07-29T02:08:06.168982Z
stage3,LoopedBERT,base,768,42,67580730,67580730,12,0.5,Multi-CrowS-Pairs,1,12,0.6666666666666666,0.48304589153964794,0.6455280989434362,OSCILLATING,2026-07-29T02:08:06.169173Z
stage3,LoopedBERT,base,768,42,67580730,67580730,12,0.5,Multi-CrowS-Pairs,2,12,0.5263157894736842,0.506009406240056,0.6382188095566148,OSCILLATING,2026-07-29T02:08:06.169354Z
stage3,LoopedBERT,base,768,42,67580730,67580730,12,0.5,Multi-CrowS-Pairs,3,12,1.0,0.0,3.081695909911235,AMPLIFYING,2026-07-29T02:08:06.169534Z
stage3,LoopedBERT,base,768,42,67580730,67580730,12,0.5,Multi-CrowS-Pairs,4,12,0.3333333333333333,0.48154341234307685,-1.3490596691489272,CONVERGENT,2026-07-29T02:08:06.169707Z
stage3,LoopedBERT,base,768,42,67580730,67580730,12,0.5,Multi-CrowS-Pairs,5,12,0.8333333333333334,0.38924947208076155,3.681797483620102,AMPLIFYING,2026-07-29T02:08:06.169893Z
stage3,LoopedBERT,base,768,42,67580730,67580730,12,0.5,Multi-CrowS-Pairs,6,12,0.6666666666666666,0.5163977794943223,2.1922894735406673,OSCILLATING,2026-07-29T02:08:06.170080Z
stage3,LoopedBERT,base,768,42,67580730,67580730,12,0.5,Multi-CrowS-Pairs,7,12,0.5,0.5188745216627708,0.748375926385015,OSCILLATING,2026-07-29T02:08:06.170252Z
stage3,LoopedBERT,base,768,42,67580730,67580730,12,0.5,Multi-CrowS-Pairs,8,12,0.5555555555555556,0.5270462766947299,0.5668547540058002,OSCILLATING,2026-07-29T02:08:06.170429Z
stage3,ALBERTLoopedBERT,base,768,42,32147514,32147514,12,0.9166666666666666,Multi-CrowS-Pairs,ALL,1,0.6212121212121212,0.48631479167674874,0.5984776573754783,OSCILLATING,2026-07-29T02:08:14.913582Z
stage3,ALBERTLoopedBERT,base,768,42,32147514,32147514,12,0.9166666666666666,Multi-CrowS-Pairs,0,1,0.6716417910447762,0.4731602234073838,0.5852223775362113,OSCILLATING,2026-07-29T02:08:14.914358Z
stage3,ALBERTLoopedBERT,base,768,42,32147514,32147514,12,0.9166666666666666,Multi-CrowS-Pairs,1,1,0.7619047619047619,0.4364357804719847,1.1517366985716517,OSCILLATING,2026-07-29T02:08:14.914594Z
stage3,ALBERTLoopedBERT,base,768,42,32147514,32147514,12,0.9166666666666666,Multi-CrowS-Pairs,2,1,0.5263157894736842,0.506009406240056,0.6769221390139081,OSCILLATING,2026-07-29T02:08:14.914795Z
stage3,ALBERTLoopedBERT,base,768,42,32147514,32147514,12,0.9166666666666666,Multi-CrowS-Pairs,3,1,0.8571428571428571,0.37796447300922725,2.686951481160663,OSCILLATING,2026-07-29T02:08:14.914978Z
stage3,ALBERTLoopedBERT,base,768,42,32147514,32147514,12,0.9166666666666666,Multi-CrowS-Pairs,4,1,0.3333333333333333,0.48154341234307685,-0.8949746037936873,OSCILLATING,2026-07-29T02:08:14.915154Z
stage3,ALBERTLoopedBERT,base,768,42,32147514,32147514,12,0.9166666666666666,Multi-CrowS-Pairs,5,1,0.75,0.45226701686664544,1.81649630665837,OSCILLATING,2026-07-29T02:08:14.915327Z
stage3,ALBERTLoopedBERT,base,768,42,32147514,32147514,12,0.9166666666666666,Multi-CrowS-Pairs,6,1,0.8333333333333334,0.408248290463863,1.9332906761103203,CONVERGENT,2026-07-29T02:08:14.915503Z
stage3,ALBERTLoopedBERT,base,768,42,32147514,32147514,12,0.9166666666666666,Multi-CrowS-Pairs,7,1,0.5,0.5188745216627708,-0.34863474279791484,OSCILLATING,2026-07-29T02:08:14.915673Z
stage3,ALBERTLoopedBERT,base,768,42,32147514,32147514,12,0.9166666666666666,Multi-CrowS-Pairs,8,1,0.7777777777777778,0.44095855184409843,0.39256463315751833,OSCILLATING,2026-07-29T02:08:14.915858Z
stage3,ALBERTLoopedBERT,base,768,42,32147514,32147514,12,0.9166666666666666,Multi-CrowS-Pairs,ALL,2,0.5808080808080808,0.49467761489225065,0.574799802873968,OSCILLATING,2026-07-29T02:08:14.916586Z
stage3,ALBERTLoopedBERT,base,768,42,32147514,32147514,12,0.9166666666666666,Multi-CrowS-Pairs,0,2,0.5522388059701493,0.5010166055904142,0.37650740260029564,OSCILLATING,2026-07-29T02:08:14.917297Z
stage3,ALBERTLoopedBERT,base,768,42,32147514,32147514,12,0.9166666666666666,Multi-CrowS-Pairs,1,2,0.7619047619047619,0.4364357804719847,0.8924521309811444,OSCILLATING,2026-07-29T02:08:14.917499Z
stage3,ALBERTLoopedBERT,base,768,42,32147514,32147514,12,0.9166666666666666,Multi-CrowS-Pairs,2,2,0.5,0.5067117097095317,0.6606148331765759,OSCILLATING,2026-07-29T02:08:14.917678Z
stage3,ALBERTLoopedBERT,base,768,42,32147514,32147514,12,0.9166666666666666,Multi-CrowS-Pairs,3,2,0.7142857142857143,0.4879500364742666,3.1074454426055858,OSCILLATING,2026-07-29T02:08:14.917862Z
stage3,ALBERTLoopedBERT,base,768,42,32147514,32147514,12,0.9166666666666666,Multi-CrowS-Pairs,4,2,0.4166666666666667,0.5036101551853348,-0.769416912841714,OSCILLATING,2026-07-29T02:08:14.918038Z
stage3,ALBERTLoopedBERT,base,768,42,32147514,32147514,12,0.9166666666666666,Multi-CrowS-Pairs,5,2,0.8333333333333334,0.38924947208076155,2.170757370398155,OSCILLATING,2026-07-29T02:08:14.918217Z
stage3,ALBERTLoopedBERT,base,768,42,32147514,32147514,12,0.9166666666666666,Multi-CrowS-Pairs,6,2,0.8333333333333334,0.408248290463863,2.0098822286042073,CONVERGENT,2026-07-29T02:08:14.918389Z
stage3,ALBERTLoopedBERT,base,768,42,32147514,32147514,12,0.9166666666666666,Multi-CrowS-Pairs,7,2,0.5,0.5188745216627708,-0.15705227822107368,OSCILLATING,2026-07-29T02:08:14.918569Z
stage3,ALBERTLoopedBERT,base,768,42,32147514,32147514,12,0.9166666666666666,Multi-CrowS-Pairs,8,2,0.6666666666666666,0.5,0.6159716080184335,OSCILLATING,2026-07-29T02:08:14.918744Z
stage3,ALBERTLoopedBERT,base,768,42,32147514,32147514,12,0.9166666666666666,Multi-CrowS-Pairs,ALL,3,0.6161616161616161,0.4875520684326011,0.5512006075039576,OSCILLATING,2026-07-29T02:08:14.919515Z
stage3,ALBERTLoopedBERT,base,768,42,32147514,32147514,12,0.9166666666666666,Multi-CrowS-Pairs,0,3,0.5970149253731343,0.49419973549339014,0.2344883662198383,OSCILLATING,2026-07-29T02:08:14.920176Z
stage3,ALBERTLoopedBERT,base,768,42,32147514,32147514,12,0.9166666666666666,Multi-CrowS-Pairs,1,3,0.7619047619047619,0.4364357804719847,0.8510737409223876,OSCILLATING,2026-07-29T02:08:14.920359Z
stage3,ALBERTLoopedBERT,base,768,42,32147514,32147514,12,0.9166666666666666,Multi-CrowS-Pairs,2,3,0.5263157894736842,0.506009406240056,0.5618668214480538,OSCILLATING,2026-07-29T02:08:14.920537Z
stage3,ALBERTLoopedBERT,base,768,42,32147514,32147514,12,0.9166666666666666,Multi-CrowS-Pairs,3,3,1.0,0.0,3.50928610536669,OSCILLATING,2026-07-29T02:08:14.920711Z
stage3,ALBERTLoopedBERT,base,768,42,32147514,32147514,12,0.9166666666666666,Multi-CrowS-Pairs,4,3,0.4166666666666667,0.5036101551853348,-0.8369481500910801,OSCILLATING,2026-07-29T02:08:14.920893Z
stage3,ALBERTLoopedBERT,base,768,42,32147514,32147514,12,0.9166666666666666,Multi-CrowS-Pairs,5,3,0.75,0.45226701686664544,2.4325403988682655,OSCILLATING,2026-07-29T02:08:14.921072Z
stage3,ALBERTLoopedBERT,base,768,42,32147514,32147514,12,0.9166666666666666,Multi-CrowS-Pairs,6,3,0.8333333333333334,0.408248290463863,2.516305747260857,CONVERGENT,2026-07-29T02:08:14.921254Z
stage3,ALBERTLoopedBERT,base,768,42,32147514,32147514,12,0.9166666666666666,Multi-CrowS-Pairs,7,3,0.6428571428571429,0.49724515809884695,-0.1560609629891234,OSCILLATING,2026-07-29T02:08:14.921432Z
stage3,ALBERTLoopedBERT,base,768,42,32147514,32147514,12,0.9166666666666666,Multi-CrowS-Pairs,8,3,0.6666666666666666,0.5,0.8468665612378606,OSCILLATING,2026-07-29T02:08:14.921604Z
stage3,ALBERTLoopedBERT,base,768,42,32147514,32147514,12,0.9166666666666666,Multi-CrowS-Pairs,ALL,4,0.5808080808080808,0.49467761489225065,0.5451816409827989,OSCILLATING,2026-07-29T02:08:14.922344Z
