Contrast,Delta,SESOI,CI90_Low,CI90_High,P_TOST,Equivalent
Looped vs Hyperloop,0.0004519807212593672,0.011831231009877444,-0.008950592867901772,0.009854554310420502,0.023282705018704587,True
